cid	smiles	desc
23143	CN1CCC[C@@H]1CC1=CNC2=C1C=C(Br)C=C2.CC1=CC=C(S(=O)(=O)Cl)C=C1	CC1=CC=C(S(=O)(=O)N2C=C(C[C@H]3CCCN3C)C3=C2C=CC(Br)=C3)C=C1
23144	CN1C(C)(C)CC(N)CC1(C)C.COC1=C(C2=NC3=C(C=C(Cl)C(Cl)=C3)N2)C=CC(C(=O)O)=C1	COC1=C(C2=NC3=C(C=C(Cl)C(Cl)=C3)N2)C=CC(C(=O)NC2CC(C)(C)N(C)C(C)(C)C2)=C1
23145	COC1=C(C(=O)CC2CCCC2)C=C(OC2=C(C)C=C([N+](=O)[O-])C=C2C)C=C1	COC1=C(CCC2CCCC2)C=C(OC2=C(C)C=C([N+](=O)[O-])C=C2C)C=C1
23146	CCN.CC1=C(C2=C3C=CC(=O)N(C4=C(F)C=CC=C4F)C3=NC(N3CCC(N4CCC(C)CC4)CC3)=N2)C=C(C(=O)O)C=C1	CCNC(=O)C1=CC(C2=C3C=CC(=O)N(C4=C(F)C=CC=C4F)C3=NC(N3CCC(N4CCC(C)CC4)CC3)=N2)=C(C)C=C1
23147	BrCCBr.N#CC1=CC(F)=C(O)C=C1	N#CC1=CC(F)=C(OCCBr)C=C1
23148	O=C(O)CCCC1=CC=C(Br)C=C1	OCCCCC1=CC=C(Br)C=C1
23149	CN.O=C(Cl)N1CC(OC2=CC=C(Cl)C=C2)C1	CNC(=O)N1CC(OC2=CC=C(Cl)C=C2)C1
23150	CC(=O)N1CCNCC1.O=C(O)/C=C/C1=CC([N+](=O)[O-])=C(Cl)C=C1	CC(=O)N1CCN(C(=O)/C=C/C2=CC([N+](=O)[O-])=C(Cl)C=C2)CC1
23151	CC1=CC=C(S(=O)(=O)N2C=C(C#N)C3=CN=CN=C32)C=C1	N#CC1=CNC2=NC=NC=C12
23152	O=C(O)C1(C2=CC=C(Br)C=C2)CCC1	OCC1(C2=CC=C(Br)C=C2)CCC1
23153	CCOC(=O)C1=C(C)N=C(C2=CC([N+](=O)[O-])=C(OC(C)C)C=C2)S1	CCOC(=O)C1=C(C)N=C(C2=CC(N)=C(OC(C)C)C=C2)S1
23154	CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)C1=NC(Cl)=NC(Cl)=C1F.CC1(N2CCCC2)CNC1	CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)C1=NC(Cl)=NC(N2CC(C)(N3CCCC3)C2)=C1F
23155	O=[N+]([O-])C1=CC=C(F)C=C1.OCC1=CC=CC=N1	O=[N+]([O-])C1=CC=C(OCC2=CC=CC=N2)C=C1
23156	CCOC(=O)C(C)(C)OC1=CC=C(CCCC2=NN(CC3=CC(OC)=CC=C3)C(=O)N2)C=C1	COC1=CC=CC(CN2N=C(CCCC3=CC=C(OC(C)(C)C(=O)O)C=C3)NC2=O)=C1
23157	CCO.O=C(O)CCC1=CC=CC(O)=C1	CCOC(=O)CCC1=CC=CC(O)=C1
23158	CN1CC(CCCCCl)OC1=O.OC1=CC=CC=C1N1CCNCC1	CN1CC(CCCCN2CCN(C3=CC=CC=C3O)CC2)OC1=O
23159	O=[N+]([O-])C1=C(C2CC2)C=CN=C1	NC1=C(C2CC2)C=CN=C1
23160	CCCOC1=CC=C(C2=CC3=C(C=C(O)C=C3)O2)C=C1.CC1=CC=C(S(=O)(=O)OC[C@H](C)NC(=O)OC(C)(C)C)C=C1	CCCOC1=CC=C(C2=CC3=C(C=C(OC[C@H](C)NC(=O)OC(C)(C)C)C=C3)O2)C=C1
23161	CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CCCCC1=CC=CC(Br)=C1	CCCCC1=CC(B2OC(C)(C)C(C)(C)O2)=CC=C1
23162	COC(=O)COC1=NC2=C(C(C)=C1Cl)C(N)=C(C(=O)NC1CC1)S2	CC1=C(Cl)C(OCCO)=NC2=C1C(N)=C(C(=O)NC1CC1)S2
23163	NC1CC1.O=C(O)CC1=CC([N+](=O)[O-])=CC=C1	O=C(CC1=CC([N+](=O)[O-])=CC=C1)NC1CC1
23164	CC(C)NC(=O)[C@H]1CC[C@@H](N)CC1.O=[N+]([O-])C1=C(Cl)C=C(Cl)N=C1	CC(C)NC(=O)[C@H]1CC[C@@H](NC2=C([N+](=O)[O-])C=NC(Cl)=C2)CC1
23165	COC1=CN(C2=CC=CC(Br)=C2F)N=C(C2=CC=NN2C2=CC=CC=C2)C1=O.FC1(F)CNCC1(F)F	COC1=CN(C2=CC=CC(N3CC(F)(F)C(F)(F)C3)=C2F)N=C(C2=CC=NN2C2=CC=CC=C2)C1=O
23166	CCCCOC1=CC=CC(C)=N1.O=C(OO)C1=CC=CC(Cl)=C1	CCCCOC1=CC=CC(C)=[N+]1[O-]
23167	CN(C)CCNC1=CC2=C(C=C1F)N=C(C1=NN(C3CCCCO3)C=C1[N+](=O)[O-])N2	CN(C)CCNC1=CC2=C(C=C1F)N=C(C1=NN(C3CCCCO3)C=C1N)N2
23168	COC1=C(C(C)(C)CC(O)(C(=O)NC2=CC3=C(C=C2)C(=O)ON=C3C)C(F)(F)F)C=C(Br)C=C1	CC1=NOC(=O)C2=C1C=C(NC(=O)C(O)(CC(C)(C)C1=C(O)C=CC(Br)=C1)C(F)(F)F)C=C2
23169	BrP(Br)Br.COC1=CC=CC(CO)=C1OCC1=CC=CC=C1	COC1=CC=CC(CBr)=C1OCC1=CC=CC=C1
23170	CC1=C(F)C=CC=C1CC1=C(C2=CC=CC=C2)N2C=CC=CC2=C1C(=O)N1CCN(C(=O)OC(C)(C)C)CC1	CC1=C(F)C=CC=C1CC1=C(C2=CC=CC=C2)N2C=CC=CC2=C1C(=O)N1CCNCC1
23171	CC(=O)Cl.NCCC1=CC2=C(O)N=CN=C2S1	CC(=O)NCCC1=CC2=C(O)N=CN=C2S1
23172	COC1=CC2=C(C=C1)CCC2CCNC(C)=O	CC(=O)NCCC1CCC2=C1C=C(O)C=C2
23173	O=[N+]([O-])C1=CC(F)=C(F)C=C1.C1=CC=C(CN2C[C@@H]3C[C@H]2CN3)C=C1	O=[N+]([O-])C1=CC(F)=C(N2C[C@@H]3C[C@H]2CN3CC2=CC=CC=C2)C=C1
23174	CC(C)(C)OC(=O)N1CCN(CC2=CC=C(C3=C(C(N)=O)N=C(C4=C(F)C=CC=C4F)O3)C=C2)CC1	NC(=O)C1=C(C2=CC=C(CN3CCNCC3)C=C2)OC(C2=C(F)C=CC=C2F)=N1
23175	CCCCCCCN.O=CC1=C(F)C=C(F)C=C1	CCCCCCCNCC1=C(F)C=C(F)C=C1
23176	CCOC(=O)C1=C(C)N(C2=C(F)C=C(C(F)(F)F)C=N2)N=C1	CC1=C(C(=O)O)C=NN1C1=C(F)C=C(C(F)(F)F)C=N1
23177	FC1=CC(C(SC2=CC=C(Cl)C=C2)C2=C(Cl)C=NC(Cl)=C2)=C(F)C=C1.NCCO	OCCNC1=CC(C(SC2=CC=C(Cl)C=C2)C2=C(F)C=CC(F)=C2)=C(Cl)C=N1
23178	C[NH2+]C.O=C(O)C1=CC=CC=C1[N+](=O)[O-]	CN(C)C(=O)C1=CC=CC=C1[N+](=O)[O-]
23179	C#CC1=C(F)C(F)=CC2=C1N(C1=C(F)C=C(F)C=C1)C=C(C(=O)OCC)C2=O	C#CC1=C(F)C(F)=CC2=C1N(C1=C(F)C=C(F)C=C1)C=C(C(=O)O)C2=O
23180	COC1=CC=CC(OC)=C1O.O=C1CCC(=O)N1Br	COC1=CC(Br)=CC(OC)=C1O
23181	BrCC1=CC=CC=C1.O=[N+]([O-])C1=CC(O)=C(Cl)C=C1	O=[N+]([O-])C1=CC(OCC2=CC=CC=C2)=C(Cl)C=C1
23182	CCOC(=O)C1=CC([N+](=O)[O-])=CC(Br)=C1Cl	O=C(O)C1=CC([N+](=O)[O-])=CC(Br)=C1Cl
23183	COC(=O)C1=CC(C2=CCCC2(C)C)=C(C2=C(F)C=CC(Cl)=C2)C=C1	CC1(C)CCC=C1C1=C(C2=C(F)C=CC(Cl)=C2)C=CC(CO)=C1
23184	C1CCNCC1.CCOC(=O)C1(CCCCl)CC=CCC1C1=CC=CC=C1	CCOC(=O)C1(CCCN2CCCCC2)CC=CCC1C1=CC=CC=C1
23185	C[C@@H]1CN(C2=NC3=C(N4CCOCC4)N=C(C4=CN=C(N)N=C4)N=C3N2CC(F)(F)F)CCN1.C[C@H](O)C(=O)O	C[C@H](O)C(=O)N1CCN(C2=NC3=C(N4CCOCC4)N=C(C4=CN=C(N)N=C4)N=C3N2CC(F)(F)F)C[C@H]1C
23186	CC(C)(C)OC(=O)[C@@H](NCCN)C(C)(C)C.O=CC1=CC=CC=C1	CC(C)(C)OC(=O)[C@@H](NCCNCC1=CC=CC=C1)C(C)(C)C
23187	CCC1=CC(CCC2=NC3=C(C)C=CC(C)=C3O2)=C(OC)N=C1C	CCC1=C(C)NC(=O)C(CCC2=NC3=C(C)C=CC(C)=C3O2)=C1
23188	FC1=CC=C(C2=CC=C(C#CC3CCC4(CC3)OCCO4)C=C2)C=C1	O=C1CCC(C#CC2=CC=C(C3=CC=C(F)C=C3)C=C2)CC1
23189	ClC1=CC=C(N2CCNCC2)C=C1.O=C(Cl)CCCl	O=C(CCCl)N1CCN(C2=CC=C(Cl)C=C2)CC1
23190	COC1=CC(C2=CC=CC(N)=C2)=C(OC)C=C1.O=C(O)C1=CC2=CC=CC(O)=C2OC1=O	COC1=CC(C2=CC=CC(NC(=O)C3=CC4=CC=CC(O)=C4OC3=O)=C2)=C(OC)C=C1
23191	CC(C)(C)[Si](C)(C)Cl.OC1=CC=C(CC2=C(Cl)C=CC(Br)=C2)C=C1	CC(C)(C)[Si](C)(C)OC1=CC=C(CC2=C(Cl)C=CC(Br)=C2)C=C1
23192	COCC(C)(COC)C(=O)NCCCN(C)CC[C@@]1(O)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C	COCC(C)(CNCCCN(C)CC[C@@]1(O)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C)COC
23193	CC(C)(O)CNC1=C2C=CC(Br)=CC2=NC=C1[N+](=O)[O-]	CC(C)(O)CNC1=C2C=CC(Br)=CC2=NC=C1N
23194	CC1=CC(C)=C(N2CCN(C(=O)C3=C(OCCCNC(=O)OC(C)(C)C)C=C(N4CCCS4(=O)=O)C=C3)CC2)C=C1	CC1=CC(C)=C(N2CCN(C(=O)C3=C(OCCCN)C=C(N4CCCS4(=O)=O)C=C3)CC2)C=C1
23195	COC(=O)C1(CS(=O)(=O)C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)CCOCC1CC1=CC=CC=C1	O=C(O)C1(CS(=O)(=O)C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)CCOCC1CC1=CC=CC=C1
23196	CC(C)O.CN1C(Br)=C(C2=CC(C(=O)O)=C(Cl)C=C2F)C(Br)=C1C(F)(F)F	CC(C)OC(=O)C1=C(Cl)C=C(F)C(C2=C(Br)N(C)C(C(F)(F)F)=C2Br)=C1
23197	COC(=O)CC1CCN2C3=CC(OC)=CC(S(C)(=O)=O)=C3C(SC3=CC=C(Cl)C=C3)=C12	COC1=CC(S(C)(=O)=O)=C2C(=C1)N1CCC(CC(=O)O)C1=C2SC1=CC=C(Cl)C=C1
23198	COC(=O)CCCCC1=C(C)C=C(C(=O)N2CC3=C(NC4=CC=CC=C42)N(C)N=C3)C=C1	CC1=C(CCCCC(=O)O)C=CC(C(=O)N2CC3=C(NC4=CC=CC=C42)N(C)N=C3)=C1
23199	CNCCCCO.O=C(O)CO[C@H]1CC2=CC=CC=C2C12CCN(CC[C@@]1(C3=CC=C(F)C=C3)CN(C(=O)C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)CO1)CC2	CN(CCCCO)C(=O)CO[C@H]1CC2=CC=CC=C2C12CCN(CC[C@@]1(C3=CC=C(F)C=C3)CN(C(=O)C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)CO1)CC2
23200	COC(=O)C1=CC2=C(C=C1)N=C(C)O2	CC1=NC2=C(C=C(C(=O)O)C=C2)O1
23201	CC1=C(C)C(C(=O)NC2=C(C)C=CC(O)=C2C)=CC(C2=CC=CC(F)=C2)=C1	CC1=C(C)C(CNC2=C(C)C=CC(O)=C2C)=CC(C2=CC=CC(F)=C2)=C1
23202	COC1=C(OC)C(C)=C(C)N=C1.O=C(OO)C1=CC=CC(Cl)=C1	COC1=C[N+]([O-])=C(C)C(C)=C1OC
23203	CC1=C(CCO)N=C(C2=CC=CC=C2)O1.OC1=CC=C(OCC2=CC=CC=C2)C=C1	CC1=C(CCOC2=CC=C(OCC3=CC=CC=C3)C=C2)N=C(C2=CC=CC=C2)O1
23204	BrCC1=CC=CC=C1.CC(C)(C)OC(=O)CN(CC(=O)OC(C)(C)C)C1=CC=CC=C1O	CC(C)(C)OC(=O)CN(CC(=O)OC(C)(C)C)C1=CC=CC=C1OCC1=CC=CC=C1
23205	CNC1=C([N+](=O)[O-])C=C(C(F)(F)F)C=N1	CNC1=C(N)C=C(C(F)(F)F)C=N1
23206	CC(C)(C)OC(=O)N1CCC(CO)CC1	CC(C)(C)OC(=O)N1CCC(C=O)CC1
23207	BrC(Br)(Br)Br.CC(C)(C)N1N=NC(CC2=CC=C(CO)C=C2)=N1	CC(C)(C)N1N=NC(CC2=CC=C(CBr)C=C2)=N1
23208	CNC(=S)C1(N2C=NC([N+](=O)[O-])=C2)CCCCC1=O	CNC(=S)C1(N2C=NC([N+](=O)[O-])=C2)CCCCC1O
23209	CC(C)(C)OC(=O)N1CCC(C2=CC3=C(C=C2)CNC(=O)N3)CC1	O=C1NCC2=C(C=C(C3CCNCC3)C=C2)N1
23210	O=C(Cl)OCC1=CC=CC=C1.O=C(O)C1CCNCC1	O=C(O)C1CCN(C(=O)OCC2=CC=CC=C2)CC1
23211	COC(=O)CCC(C)C1CCC2C3C(O)CC4CC(OCCNC(=O)C5=CC=CC(Br)=C5)CCC4(C)C3CC(O)C12C	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(OCCNC(=O)C5=CC=CC(Br)=C5)CCC4(C)C3CC(O)C12C
23212	CC(C)N(NC(=O)C1=CC=CC=C1)C(=O)COC1=C(Br)C=C(F)C=C1.CC1=CC=CC=C1B(O)O	CC1=CC=CC=C1C1=C(OCC(=O)N(NC(=O)C2=CC=CC=C2)C(C)C)C=CC(F)=C1
23213	CCOC(=O)C1=C(Cl)N(C(C)(C)C)N=C1	CC(C)(C)N1N=CC(C(=O)O)=C1Cl
23214	COC(=O)CCC1=CON=C1C1=CC(Cl)=C(Cl)C=C1	OCCCC1=CON=C1C1=CC(Cl)=C(Cl)C=C1
23215	CNC.CC1=C([N+](=O)[O-])C=CC(Cl)=N1	CC1=C([N+](=O)[O-])C=CC(N(C)C)=N1
23216	CCOC(=O)CCCBr.COC1=C(O)C=C2C(=O)CCC2=C1	CCOC(=O)CCCOC1=C(OC)C=C2CCC(=O)C2=C1
23217	NCC1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2.O=C(Cl)C1=CC=CC(Cl)=C1	O=C1CCC(N2CC3=C(C=CC(CNC(=O)C4=CC=CC(Cl)=C4)=C3)C2=O)C(=O)N1
23218	C1CCNC1.CCC(CC)C1=C2C(=C(C=O)C=C1)N=C(OC1=C(C)C=C(Cl)C=C1Cl)N2C	CCC(CC)C1=C2C(=C(CN3CCCC3)C=C1)N=C(OC1=C(C)C=C(Cl)C=C1Cl)N2C
23219	CC(C)(C)OC(=O)N(CC1=CC2=C(C=C1)OCCO2)C1CCNCC1.O=CCN1C(=O)C=C(OCC2=CC=CC=C2)C2=CC=CC=C21	CC(C)(C)OC(=O)N(CC1=CC2=C(C=C1)OCCO2)C1CCN(CCN2C(=O)C=C(OCC3=CC=CC=C3)C3=CC=CC=C32)CC1
23220	N#CC1=CC=CC=C1F.NCCC12CCCN1CCC2	N#CC1=CC=CC=C1NCCC12CCCN1CCC2
23221	CCOC(=O)CC1=C(N)C(OC2=CC(Cl)=CC(Cl)=C2)=CC=C1	NC1=C(CC(=O)O)C=CC=C1OC1=CC(Cl)=CC(Cl)=C1
23222	COC1=C(OCCCCl)C=CC(C(C)=O)=C1.C1=CC=C2C(=C1)ON=C2C1CCNCC1	COC1=C(OCCCN2CCC(C3=NOC4=CC=CC=C43)CC2)C=CC(C(C)=O)=C1
23223	CCOC(=O)C1(COC2=CC=C(C3=CC=C(C#N)C=C3)C=C2)CCN(C(=O)C2=CC=C(F)C=C2)C1	N#CC1=CC=C(C2=CC=C(OCC3(C(=O)O)CCN(C(=O)C4=CC=C(F)C=C4)C3)C=C2)C=C1
23224	FC1=NC=CC(CBr)=C1.O[C@@H]1CCCNC1	O[C@@H]1CCCN(CC2=CC(F)=NC=C2)C1
23225	CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.OC(C1=CC=CC(Br)=C1)(C(F)(F)F)C(F)(F)F	CC1(C)OB(C2=CC(C(O)(C(F)(F)F)C(F)(F)F)=CC=C2)OC1(C)C
23226	COC1=C(O)C=CC(N2C=CC3=C(SC(C4=CC=C(Cl)C=C4)=N3)C2=O)=C1.O=C1COCCN1CCO	COC1=C(OCCN2CCOCC2=O)C=CC(N2C=CC3=C(SC(C4=CC=C(Cl)C=C4)=N3)C2=O)=C1
23227	COCCOCCOCCOCCO.ClCC1=CC=C(CCl)C=C1	COCCOCCOCCOCCOCC1=CC=C(CCl)C=C1
23228	CC(C)(C)C(=O)Cl.NC1=NC(Br)=CC=C1	CC(C)(C)C(=O)NC1=CC=CC(Br)=N1
23229	CC(=O)OC1=C(C)C2=C(OC(C)(C#N)CC2)C(C)=C1C	CC1=C(C)C2=C(CCC(C)(C#N)O2)C(C)=C1O
23230	C[C@H](N)C1=NC=C(F)C=C1.O=[N+]([O-])C1=C(NC2=NNC(C3CC3)=C2)N=C(Cl)C=C1	C[C@H](NC1=NC(NC2=NNC(C3CC3)=C2)=C([N+](=O)[O-])C=C1)C1=NC=C(F)C=C1
23231	C=O.OC1=NC(C2=CC=C(C3CCNCC3)C=C2)=CC2=NC=CN12	CN1CCC(C2=CC=C(C3=CC4=NC=CN4C(O)=N3)C=C2)CC1
23232	CC(C)(C)[Si](C)(C)O[C@@H]1CC[C@H](OC2=CC=C(C3=CC=CC=C3)C=C2)C1	O[C@@H]1CC[C@H](OC2=CC=C(C3=CC=CC=C3)C=C2)C1
23233	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCSC(C)(C)C(=O)OCC	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCSC(C)(C)C(=O)O
23234	COC1=CC=CC=C1N1CCNCC1.O=CCC(C(=O)C1CCCCC1)C1=CC=CC=C1	COC1=CC=CC=C1N1CCN(CCC(C(=O)C2CCCCC2)C2=CC=CC=C2)CC1
23235	CCOC(=O)CCNC.CN(CC[C@H]1CC[C@H](C(=O)O)CC1)C(=O)OC1=CC=C(Cl)C=C1	CCOC(=O)CCN(C)C(=O)[C@H]1CC[C@H](CCN(C)C(=O)OC2=CC=C(Cl)C=C2)CC1
23236	O=[N+]([O-])C1=CN=C(Cl)C=C1.OC1=C(Cl)C=C(C(F)(F)F)C=C1	O=[N+]([O-])C1=CN=C(OC2=C(Cl)C=C(C(F)(F)F)C=C2)C=C1
23237	CC(C)N1N=CC=C1C1=NC=CC=C1CCl.O=CC1=C(O)C=CC=C1O	CC(C)N1N=CC=C1C1=NC=CC=C1COC1=CC=CC(O)=C1C=O
23238	NC1=CC=CC=C1N.O=C(O)C1=CN=C(Cl)C=C1	NC1=CC=CC=C1NC(=O)C1=CN=C(Cl)C=C1
23239	CC(N)C1=CC(F)=C(OCC(F)(F)F)N=C1.CC1=CC(C(=O)O)=NC(N)=N1	CC1=CC(C(=O)NC(C)C2=CC(F)=C(OCC(F)(F)F)N=C2)=NC(N)=N1
23240	COC(=O)C=CC1=CC(S(=O)(=O)Cl)=CC=C1.COC1=CC=CC(N)=C1	COC(=O)C=CC1=CC(S(=O)(=O)NC2=CC(OC)=CC=C2)=CC=C1
23241	COC(=O)C1=CC(C)=NC(Br)=C1.OB(O)C1=C(F)C=CC(Cl)=C1	COC(=O)C1=CC(C)=NC(C2=C(F)C=CC(Cl)=C2)=C1
23242	CC(C)(C)OC(=O)NC1CC2=C(C=C(O)C=C2)C1.O=C(Cl)C1=CC=CC=C1	CC(C)(C)OC(=O)NC1CC2=C(C=C(OC(=O)C3=CC=CC=C3)C=C2)C1
23243	COC(=O)C1=CC2=C(C=C(C(=O)O)C=C2)N1.NCCN1CCOCC1	COC(=O)C1=CC2=C(C=C(C(=O)NCCN3CCOCC3)C=C2)N1
23244	FC(F)C1=C(C(SC(C2=C(C(F)F)C=CC(C3=CNN=C3C(F)(F)F)=C2)C(F)(F)F)C(F)(F)F)C=C(C2=CNN=C2C(F)(F)F)C=C1.O=C(OO)C1=CC=CC(Cl)=C1	O=S(C(C1=C(C(F)F)C=CC(C2=CNN=C2C(F)(F)F)=C1)C(F)(F)F)C(C1=C(C(F)F)C=CC(C2=CNN=C2C(F)(F)F)=C1)C(F)(F)F
23245	O=S1(=O)CCOC2=CC=CC=C21.O=[N+]([O-])O	O=[N+]([O-])C1=CC2=C(C=C1)OCCS2(=O)=O
23246	CC(C)(C)OC(=O)NC1CCN(C2=NC=CC=N2)CC1	NC1CCN(C2=NC=CC=N2)CC1
23247	C1CCN(CCOC2CCNCC2)CC1.O=C(O)C1=C(F)C=CC(CC2=NNC(=O)C3=CC=CC=C32)=C1	O=C1NN=C(CC2=CC(C(=O)N3CCC(OCCN4CCCCC4)CC3)=C(F)C=C2)C2=CC=CC=C12
23248	CCCBr.OB1OCC2=C1C=C(O)C=C2	CCCOC1=CC2=C(C=C1)COB2O
23249	CC(C)(C)C1=CC=C(S(=O)(=O)C2CCNCC2)C=C1.ClC1=CC=CN=C1Cl	CC(C)(C)C1=CC=C(S(=O)(=O)C2CCN(C3=NC=CC=C3Cl)CC2)C=C1
23250	C=CCN1CC2C(C1=O)C2(C)C1=CC=CC([N+](=O)[O-])=C1	C=CCN1CC2C(C1=O)C2(C)C1=CC=CC(N)=C1
23251	CCCCBr.O=CC1=CC(O)=C(O)C=C1	CCCCOC1=C(O)C=C(C=O)C=C1
23252	CCOC(=O)COC1=C2N=C(NC3=C(C)C=C(F)C=C3)N=C(N3CCC4=CC=CC=C4C3C)C2=CC=C1	CC1=C(NC2=NC3=C(OCCO)C=CC=C3C(N3CCC4=CC=CC=C4C3C)=N2)C=CC(F)=C1
23253	O=C(O)CC1=CC=CC(O)=C1	OCCC1=CC=CC(O)=C1
23254	CC1=CC=CN=C1Cl.OO	CC1=C(Cl)[N+]([O-])=CC=C1
23255	O=C(O)CC1CCOCC1	OCCC1CCOCC1
23256	CI.OC1=C(Br)C=CC(Cl)=C1	COC1=C(Br)C=CC(Cl)=C1
23257	COC(=O)C1=C(N)C([N+](=O)[O-])=CC=C1	COC(=O)C1=CC=CC(N)=C1N
23258	C#CC[C@H](NC(=O)OC(C)(C)C)C(=O)O.OC1CCCC1	C#CC[C@H](NC(=O)OC(C)(C)C)C(=O)OC1CCCC1
23259	CN(C1=CC=CC=C1)C1=NC(N)=NC(C2=NOC(C3CCC(O)CC3)=N2)=N1.OC1=CC=CC=C1	CN(C1=CC=CC=C1)C1=NC(N)=NC(C2=NOC(C3CCC(OC4=CC=CC=C4)CC3)=N2)=N1
23260	CC1=C(C2=CC=C(O[Si](C)(C)C(C)(C)C)C=C2)N(C2=C(Cl)C=C(F)C=C2)C2=C1C(=O)N(N1CCCCC1)CC2	CC1=C(C2=CC=C(O)C=C2)N(C2=C(Cl)C=C(F)C=C2)C2=C1C(=O)N(N1CCCCC1)CC2
23261	CN1CCN(C2=CC=C(C34CC5CC(C3)C(NC(=O)OC(C)(C)C)(C5)C4)C=C2)C1=O	CN1CCN(C2=CC=C(C34CC5CC(C3)C(N)(C5)C4)C=C2)C1=O
23262	O=[N+]([O-])C1=CC=CC(N2N=C(C(F)(F)F)C=C2C2=CC=CC=C2)=C1	NC1=CC(N2N=C(C(F)(F)F)C=C2C2=CC=CC=C2)=CC=C1
23263	C[C@H]1CN(CC2=C(C(F)(F)F)C=C(N3CCOCC3)C=C2)CCN1C(=O)OC(C)(C)C	C[C@H]1CN(CC2=C(C(F)(F)F)C=C(N3CCOCC3)C=C2)CCN1
23264	CCOC(=O)C1=C(C)N=C(C2=CC=CN=C2)S1	CC1=C(C(=O)O)SC(C2=CC=CN=C2)=N1
23265	C[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CC[C@H]1N=[N+]=[N-]	C[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CC[C@H]1N
23266	CC(C)(C)OC(=O)NC1CNC1.CCOC(=O)C1=CC2=C(C=C1)N=C(Br)S2	CCOC(=O)C1=CC2=C(C=C1)N=C(N1CC(NC(=O)OC(C)(C)C)C1)S2
23267	ClC1=CC(C(C2=CC=CC=C2)N2CCNCC2)=CC=C1.O=S(=O)(CCCCCCCl)NC1CC1	O=S(=O)(CCCCCCN1CCN(C(C2=CC=CC=C2)C2=CC=CC(Cl)=C2)CC1)NC1CC1
23268	O=C(C1=CC=C(F)C=C1)C1CCN(CCCNC2=CC=CC=C2[N+](=O)[O-])CC1	NC1=CC=CC=C1NCCCN1CCC(C(=O)C2=CC=C(F)C=C2)CC1
23269	CC(C)(C)OC(=O)N1C[C@H](F)C[C@H]1C(=O)N[C@](CC1=CC=CC=C1)(C1=CC=C(F)C=C1)C1=CC(F)=CC(OC(F)(F)C(F)F)=C1	O=C(N[C@](CC1=CC=CC=C1)(C1=CC=C(F)C=C1)C1=CC(F)=CC(OC(F)(F)C(F)F)=C1)[C@@H]1C[C@@H](F)CN1
23270	O=[N+]([O-])C1=C(O)C=CC(Br)=C1OC1=CC=CC=C1	NC1=C(O)C=CC(Br)=C1OC1=CC=CC=C1
23271	CO[C@@H]1COCC[C@@H]1N(C(=O)C(F)(F)F)[C@@H]1CC[C@@](C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)OC(C)(C)C)(C2(O)CCC2)C1	CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)OC(C)(C)C)(C2(O)CCC2)C1
23272	O=C(NCCCl)C1=CC=CN=C1.O=C(C1=CC=C(F)C=C1)C1CCNCC1	O=C(NCCN1CCC(C(=O)C2=CC=C(F)C=C2)CC1)C1=CC=CN=C1
23273	BrBr.O=[N+]([O-])C1=CC=C(F)C=C1	O=[N+]([O-])C1=CC(Br)=C(F)C=C1
23274	CSC1=C(N2C(=O)N(CC(=O)O)C3=C(Cl)N=C(C)N=C32)C=CC(C(C)C)=C1.N	CSC1=C(N2C(=O)N(CC(N)=O)C3=C(Cl)N=C(C)N=C32)C=CC(C(C)C)=C1
23275	C1CCNCC1.O=[N+]([O-])C1=CC=CC(F)=C1	O=[N+]([O-])C1=CC=CC(N2CCCCC2)=C1
23276	COC1=CC2=C(N=C1OC)C(C1=CC3=C(C=O)C=CN=C3N1S(=O)(=O)C1=CC=C(C)C=C1)=CN2C	COC1=CC2=C(N=C1OC)C(C1=CC3=C(CO)C=CN=C3N1S(=O)(=O)C1=CC=C(C)C=C1)=CN2C
23277	COC1=CC(Cl)=CC(Cl)=C1.O=C(Cl)C1=C(Cl)C=C(Cl)C=C1	COC1=CC(Cl)=C(C(=O)C2=C(Cl)C=C(Cl)C=C2)C(Cl)=C1
23278	COC(=O)C1(C=NOCC2=CC=CC=C2)CCCCCC1	O=C(O)C1(C=NOCC2=CC=CC=C2)CCCCCC1
