cid	smiles	desc
25362	CC[C@H](NC(=O)OC(C)(C)C)C(=O)NC(C)COC1=CC=C(C#N)C=C1	CC(N)COC1=CC=C(C#N)C=C1.CC[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(C)COC(=O)Cl.CN1CCCCC1.ClCCl.O
25363	C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](OC2=C3C=CC(OC)=CC3=NC(C3=CC=CC=C3)=C2)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)NC)C1CCCCC1)C(C)(C)C)C(=O)O	C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](OC2=C3C=CC(OC)=CC3=NC(C3=CC=CC=C3)=C2)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)NC)C1CCCCC1)C(C)(C)C)C(=O)OCC.C1CCOC1.CO.Cl.O.[Li+].[OH-]
25364	COC1=C(Cl)C(Cl)=C2CCCCC2=C1	COC1=CC2=C(CCCC2=O)C(Cl)=C1Cl.CC(=O)O.[Pd]
25365	CNC1=C([N+](=O)[O-])C=C(Br)C(C2=CC=CC=C2Cl)=C1C#N	BrBr.CNC1=C([N+](=O)[O-])C=CC(C2=CC=CC=C2Cl)=C1C#N.CC(=O)O
25366	CC(C)(C)C(=O)NCC1=CC(C(=O)O)=C(Cl)C=C1	COC(=O)C1=C(Cl)C=CC(CNC(=O)C(C)(C)C)=C1.C1CCOC1.CO.O.[Na+].[OH-]
25367	CCC1=C(OCOC)C(C(=O)O)=C(C)C=C1	CCC1=C(O)C(C(=O)O)=C(C)C=C1.COCCl.CCN(C(C)C)C(C)C.ClCCl
25368	O=C(O)/C(=C/C1=CC=CC=C1)CCl	COC(=O)/C(=C/C1=CC=CC=C1)CCl.CC(=O)O.Cl
25369	CC1=C(CO)C=C2C=CC(Cl)=CC2=C1O	CC1=C(C(=O)O)C=C2C=CC(Cl)=CC2=C1O.C1CCOC1.Cl.[Al+3].[H-].[H-].[H-].[H-].[Li+]
25370	O=C(O)C1=NN2CCCC2=C1	CCOC(=O)C1=NN2CCCC2=C1.C1COCCO1.Cl.[Na+].[OH-]
25371	COC(=O)CCCCCCCC1(CCCCC2=CC=CC=C2)OCCO1	COC(=O)CCCCCCCC(=O)CCCCC1=CC=CC=C1.OCCO.COC([O-])[O-].CC1=CC=C(S(=O)(=O)O)C=C1.CC1=CC=CC=C1.O
25372	O=C(NCCC1CC1)C1=NN=C(N2CCN(C(=S)C3=CC=CC=C3C(F)(F)F)CC2)C=C1	FC(F)(F)C1=CC=CC=C1C(=S)N1CCNCC1.O=C(NCCC1CC1)C1=NN=C(Cl)C=C1.C1COCCO1.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].[I-].[K+].[K+]
25373	CC(C)(C)OC(=O)N1CC[C@@H](NC(=O)OCC2=CC=CC=C2)[C@@H](C(=O)O)C1	CC(C)(C)OC(=O)N1CC[C@@H](N)[C@@H](C(=O)O)C1.O=C(Cl)OCC1=CC=CC=C1.CCN(CC)CC.ClCCl.O
25374	CCCCN1C(CC)=CC=C1C(=O)C1=CC=CC(N)=C1	CCCCN1C(CC)=CC=C1C(=O)C1=CC([N+](=O)[O-])=CC=C1.CO.[Pd]
25375	CCCCN(CCCC)C1=CC(OC)=C(C=O)C=C1	CCCCN(CCCC)C1=CC(O)=C(C=O)C=C1.CI.CCOC(C)=O.CN1CCCC1=O.O.O=C([O-])[O-].[K+].[K+]
25376	CC(C)C1=C(C(=O)O)N=C(CN2CCOCC2)S1	CCOC(=O)C1=C(C(C)C)SC(CN2CCOCC2)=N1.CO.[Na+].[OH-]
25377	COC1=NC=C(C2=NC3=C4C(=CN=C3C=C2)CN(C)C(=O)N4C2CCN(C(=O)[C@@H](C)O)CC2)C=C1	COC1=NC=C(C2=NC3=C4C(=CN=C3C=C2)CN(C)C(=O)N4C2CCNCC2)C=C1.C[C@@H](O)C(=O)O.CCN(CC)CC.CO.Cl.ClCCl.ClCCl.ON1N=NC2=CC=CC=C21
25378	CN1C=C(Br)C=C(OCC2=CC=CC=C2)C1=O	CI.O=C1NC=C(Br)C=C1OCC1=CC=CC=C1.CN(C)C=O.O.O=C([O-])[O-].[K+].[K+]
25379	COCCN1CCC(OC2=CC3=C(C=C2)NN=C3)CC1	COCCBr.C1=CC2=C(C=NN2)C=C1OC1CCNCC1.CN(C)C=O.O=C([O-])O.O=C([O-])[O-].[K+].[K+].[Na+]
25380	C=CC(=O)C1=CC=C(OC(=O)C2=CC=C(C3=CC=C(CCCCCCC)C=C3)C=C2)C=C1	C=CC(=O)C1=CC=C(O)C=C1.CCCCCCCC1=CC=C(C2=CC=C(C(=O)O)C=C2)C=C1.C(=NC1CCCCC1)=NC1CCCCC1.ClCCl
25381	O=C(C=CC1=CC=CC=C1Cl)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)O	COC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)C=CC1=CC=CC=C1Cl.CO.[Na+].[OH-]
25382	CC1=NN(C2=NC=CC=C2Cl)C(C(=O)O)=C1	CCOC(=O)C1=CC(C)=NN1C1=NC=CC=C1Cl.CO.O.[Na+].[OH-]
25383	O=C(C1=CC=C(F)C=C1)C1CCN(CCCN2C3=C4C(=CC=C3)C=CC=C4S2(=O)=O)CC1	O=C(C1=CC=C(F)C=C1)C1CCNCC1.O=S1(=O)C2=CC=CC3=CC=CC(=C32)N1CCCCl.CCN(CC)CC.CN(C)C=O.[I-].[Na+]
25384	NC1CCN(CCN2C=C(NC(=O)C3=C4N=CC=CN4N=C3)C(C3=C(OC(F)F)C=CC(Cl)=C3)=N2)CC1	CC(C)(C)OC(=O)NC1CCN(CCN2C=C(NC(=O)C3=C4N=CC=CN4N=C3)C(C3=C(OC(F)F)C=CC(Cl)=C3)=N2)CC1.C1COCCO1.Cl
25385	NC1=NC(N2CCC(C(=O)O)C2)=NC=C1	NC1=NC(Cl)=NC=C1.O=C(O)C1CCNC1.CC(C)O
25386	CC1=CC(OCCCCCC#N)=CC(OS(=O)(=O)C2=CC=CC=C2Cl)=C1	CC1=CC(O)=CC(OS(=O)(=O)C2=CC=CC=C2Cl)=C1.N#CCCCCCBr.CN(C)C=O.[H-].[Na+]
25387	COC(=O)C1=CC(C2=CC=CC(NCCN(C[C@H](O[Si](C)(C)C(C)(C)C)C3=CC=CC(Cl)=C3)C(=O)OC(C)(C)C)=C2)=CC=C1	CC(C)(C)OC(=O)N(CC=O)C[C@H](O[Si](C)(C)C(C)(C)C)C1=CC=CC(Cl)=C1.COC(=O)C1=CC(C2=CC=CC(N)=C2)=CC=C1.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.[Na+]
25388	NC1=CC(C2=C(NC3=CC=CC(F)=C3)C=NC(Cl)=N2)=CC=C1	O=[N+]([O-])C1=CC=CC(C2=C(NC3=CC=CC(F)=C3)C=NC(Cl)=N2)=C1.CCO.[H][H].[Pd]
25389	CC(O)CN1N=C2CCCC3=C2C1=C(N)C=C3	CC(O)CN1N=C2CCCC3=C2C1=C([N+](=O)[O-])C=C3.CCO
25390	CC(C)N1CCN(C(=O)C2=CC=CC(Br)=N2)CC1	CC(C)N1CCNCC1.O=C(O)C1=CC=CC(Br)=N1.CCN(C(C)C)C(C)C.CCN=C=NCCCN(C)C.Cl.ClCCl.O.ON1N=NC2=CC=CC=C21
25391	COC1=NC2=C(CO)C(F)=CN=C2C=C1	COC1=NC2=C(C=O)C(F)=CN=C2C=C1.CO.O.[BH4-].[Na+]
25392	O=C1CCCCN1N1CCNCC1	O=C1CCCCN1N1CCN(CC2=CC=CC=C2)CC1.CO.[OH-].[OH-].[Pd+2]
25393	CC(C=O)C1=CC2=C(C=C1)C1(OCCO1)C1=CC=CC=C1C=C2	CC(CO)C1=CC2=C(C=C1)C1(OCCO1)C1=CC=CC=C1C=C2.O=C([O-])[O-].[Ag+2].C1=CC=CC=C1
25394	O=C(NC1=NC2=CC=CC=C2S1)[C@H](CC1CCCC1)C1=CC(Cl)=C(Cl)C=C1	NC1=NC2=CC=CC=C2S1.O=C(O)[C@H](CC1CCCC1)C1=CC(Cl)=C(Cl)C=C1.ClCCl.O.O=C1CCC(=O)N1Br.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=NC=C1
25395	C[C@@H](NC(=O)OC(C)(C)C)[C@H]1CC[C@@H](OS(C)(=O)=O)CC1	CS(=O)(=O)Cl.C[C@@H](NC(=O)OC(C)(C)C)[C@H]1CC[C@@H](O)CC1.CCN(CC)CC.ClCCl
25396	N#CC1=CC(O)=C2C=NN(C3=CC(F)=C(O)C=C3)C2=C1	N#CC1=CC(O)=C2C=NN(C3=CC(F)=C(OCC4=CC=CC=C4)C=C3)C2=C1.CCO.CCOC(C)=O.[Pd]
25397	NC1=CC(N2C=CN=N2)=CC=C1	O=[N+]([O-])C1=CC=CC(N2C=CN=N2)=C1.C1CCOC1.CO.[H][H].[Pd]
25398	COC(=O)C1=CC=C2C(=O)C3=C(C=CC(C)=C3)SC2=C1	CO.CC1=CC2=C(C=C1)SC1=CC(C(=O)Cl)=CC=C1C2=O.CCN(CC)CC.ClCCl.O
25399	CC(C)(C)OC(=O)N1CCN(C(=O)NC2=CC=CC=C2C(=O)O)CC1	COC(=O)C1=CC=CC=C1NC(=O)N1CCN(C(=O)OC(C)(C)C)CC1.CO.[Na+].[OH-]
25400	COC1=C(OC2=CC3=C(C=C2)N=C(NC(=O)C2CC2)S3)C=C(NC(=O)C2=CC(C3(C#N)CC3)=CC=C2)C=C1	COC1=C(OC2=CC3=C(C=C2)N=C(N)S3)C=C(NC(=O)C2=CC(C3(C#N)CC3)=CC=C2)C=C1.O=C(Cl)C1CC1.CN(C)C1=CC=NC=C1.O.C1=CC=NC=C1
25401	O=CC1=CC(OCC2CC2)=CC=C1	ClCC1CC1.O=CC1=CC=CC(O)=C1.CN(C)C=O.O=C([O-])[O-].[K+].[K+]
25402	COC1=C(NC(=O)C2NC(CC(C)(C)C)C3(C(=O)NC4=C3C=CC(Br)=C4)C2C2=CC=CC(Cl)=C2F)C=CC(C(N)=O)=C1	COC1=C(NC(=O)C2NC(CC(C)(C)C)C3(C(=O)NC4=C3C=CC(Br)=C4)C2C2=CC=CC(Cl)=C2F)C=CC(C#N)=C1.OO.CS(C)=O.[Na+].[OH-]
25403	CCOC(=O)NCCOC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1	CCOC(=O)Cl.NCCOC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1.CC(C)=O.Cl.O=C([O-])[O-].[K+].[K+]
25404	O=C(O)CN1CCN(C(=O)CCC2=C(C3=CC=C(Cl)C=C3)NC3=C2C=C(Cl)C=C3)CC1	CCOC(=O)CN1CCN(C(=O)CCC2=C(C3=CC=C(Cl)C=C3)NC3=C2C=C(Cl)C=C3)CC1.CO.Cl.O.[K+].[OH-]
25405	COC1=CC2=C(OC3=CC=CC(NC(=O)NC4=CC(C(C)(C)F)=NO4)=C3)N=CN=C2C=C1OCCN1CCOCC1	CC(C)(F)C1=NOC(NC(=O)OC2=CC=CC=C2)=C1.COC1=CC2=C(OC3=CC=CC(N)=C3)N=CN=C2C=C1OCCN1CCOCC1.CN(C)C1=CC=NC=C1
25406	O=C(O)C1=CC=C(C2=CC(Cl)=C(C[C@@H]3CCN(N4CCCCC4)C3=O)C(Cl)=C2)C=C1	COC(=O)C1=CC=C(C2=CC(Cl)=C(C[C@@H]3CCN(N4CCCCC4)C3=O)C(Cl)=C2)C=C1.C1CCOC1.[Na+].[OH-]
25407	CCN1CCN(S(=O)(=O)C2=CC=C(B3OC(C)(C)C(C)(C)O3)C=C2)CC1	CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CCN1CCN(S(=O)(=O)C2=CC=C(Br)C=C2)CC1.C1COCCO1.CC(=O)[O-].ClCCl.[Cl][Pd][Cl].[Fe+2].[Fe+2].[K+].C1=CC=C(P(C2=CC=CC=C2)[C-]2C=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)[C-]2C=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)[C-]2C=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)[C-]2C=CC=C2)C=C1
25408	CCN1C2=C(C=CC(OC(F)(F)F)=C2)C(C#N)=C1C1=CC=C(NS(=O)(=O)CC)C=C1	CCS(=O)(=O)Cl.CCN1C2=C(C=CC(OC(F)(F)F)=C2)C(C#N)=C1C1=CC=C(N)C=C1.O.C1=CC=NC=C1
25409	CCOC(=O)CC1OB(O)C2=CC(OC3=CC=CC(OCCCNC(=O)OC(C)(C)C)=C3)=CC(C)=C21	CC(C)(C)OC(=O)NCCCBr.CCOC(=O)CC1OB(O)C2=CC(OC3=CC=CC(O)=C3)=CC(C)=C21.CN(C)C=O.Cl.O.[Cl-].[H-].[NH4+].[Na+]
25410	CC1=C2NC(=O)C=CC2=C2OC(CNC(=O)[C@@H](C)NC(=O)OCC3=CC=CC=C3)CC2=C1	C[C@@H](NC(=O)OCC1=CC=CC=C1)C(=O)O.CC1=C2NC(=O)C=CC2=C2OC(CN)CC2=C1.CCN=C=NCCCN(C)C.CN(C)C=O.Cl.ON1N=NC2=CC=CC=C21
25411	O=C(O)COC1=CC=C(C(C2=CC=C(O)C=C2)=C2CCCCCC2)C=C1	CCOC(=O)COC1=CC=C(C(C2=CC=C(O)C=C2)=C2CCCCCC2)C=C1.C1CCOC1.CCO.Cl.[Na+].[OH-]
25412	CCOC(=O)N1CCN(C2=NC=NC=C2OCC)CC1	CCOC(=O)N1CCNCC1.CCOC1=CN=CN=C1Cl.CC#N.O=C([O-])[O-].[K+].[K+]
25413	CCCCCCCCCCCCCCCCCCOC(=O)CC[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(N)=O	CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](CCC(=O)O)C(N)=O.CCCCCCCCCCCCCCCCCCO.CN(C)C=O.O=S(=O)(ON1N=NC2=C1C=C(Cl)C=C2)C1=CC=C(Cl)C=C1
25414	CC(=NO)C1=CC=CC=C1Br	CC(=O)C1=CC=CC=C1Br.NO.C1COCCO1.CC(=O)O.CC(C)O.ClC(Cl)Cl.O
25415	CC1=CC=C(S(=O)(=O)N2C=CC(/C=C/C(=O)O)=C2)C=C1	CC1=CC=C(S(=O)(=O)N2C=CC(/C=C/C(=O)OC(C)(C)C)=C2)C=C1.ClCCl.O=C(O)C(F)(F)F
25416	NC(=O)C1=CC=C(OC2=CC=C(CNCCC3=CC=CC=C3)C=C2)C=C1	NC(=O)C1=CC=C(OC2=CC=C(C=O)C=C2)C=C1.NCCC1=CC=CC=C1.CO.[BH4-].[Na+]
25417	CCOC(=O)NC1CCC2=C(C=C(OCCNC(=O)CC)C=C2)C1CC1=CC(Cl)=C(Cl)C=C1	CCC(=O)Cl.CCOC(=O)NC1CCC2=C(C=C(OCCN)C=C2)C1CC1=CC(Cl)=C(Cl)C=C1.CCOC(C)=O.Cl.Cl.ClCCl
25418	CC1=C(NC(=O)OC(C)(C)C)C=C(C#N)C=C1	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC1=C(N)C=C(C#N)C=C1.C1CCOC1.CN(C)C1=CC=NC=C1
25419	CO[C@@H]1C[C@@H](C(=O)O)N(C(=O)OC(C)(C)C)C1	CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(=O)O.CI.CC(C)=O.Cl.O.[Na+].[OH-]
25420	O=C(O)C1=NN(CCF)C=C1	CCOC(=O)C1=NN(CCF)C=C1.CO.[Na+].[OH-]
25421	C=CCC1=C(C)C2=C(C(C)=C1OCOC)C(C)(C)CC(=O)O2	C=CCC1=C(C)C2=C(C(C)=C1O)C(C)(C)CC(=O)O2.COCCl.CCN(C(C)C)C(C)C.ClCCl
25422	O=C(NC1=CC=C(CCO)C=C1)C(F)(F)C(F)(F)C(F)(F)F	NC1=CC=C(CCO)C=C1.O=C(Cl)C(F)(F)C(F)(F)C(F)(F)F.CCN(C(C)C)C(C)C.ClCCl
25423	CC1=CC=C(CNC2=CC=CC=C2[N+](=O)[O-])O1	CC1=CC=C(CN)O1.O=[N+]([O-])C1=CC=CC=C1Cl.CCN(CC)CC
25424	OCC1=CC=CN=C1Br	O=CC1=CC=CN=C1Br.CO.[BH4-].[Na+]
25425	CC(C)(C)OC(=O)N(CC1=CC2=C(C=C1)OCCO2)C1CCN(CCN2C(=O)C(Br)=CC3=CC=CC=C32)CC1	CC(C)(C)OC(=O)N(CC1=CC2=C(C=C1)OCCO2)C1CCNCC1.O=CCN1C(=O)C(Br)=CC2=CC=CC=C21.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClC(Cl)Cl.O=C([O-])O.[Na+].[Na+]
25426	CC(=O)NCC1CN=C(C2=CC3=CC=CC(N(C)S(=O)(=O)C4=CC=CS4)=C3N2)S1	CC(=O)OC(C)=O.CN(C1=C2NC(C3=NCC(CN)S3)=CC2=CC=C1)S(=O)(=O)C1=CC=CS1.CC(=O)N(C)C.O
25427	O=C(CC1CCCC1)OCC1=CC=CC=C1	O=C(O)CC1CCCC1.OCC1=CC=CC=C1.CC1=CC=C(S(=O)(=O)O)C=C1.CC1=CC=CC=C1.O.O
25428	COC(=O)C1=CC2=C(C=C1S(C)(=O)=O)N1CCN(C3=NC=CC(C(F)(F)F)=N3)[C@H](C(C)C)C1=N2	COC(=O)C1=CC2=C(C=C1S(C)(=O)=O)N1CCN[C@H](C(C)C)C1=N2.FC(F)(F)C1=NC(Cl)=NC=C1.CC(C)O.CCN(C(C)C)C(C)C
25429	CCN(CC)C(=O)C1=CN=C2C=COC2=C1	CCNCC.O=C(O)C1=CN=C2C=COC2=C1.CC(C)=O.CCN(CC)CC.CCOC(=O)Cl.ClC(Cl)Cl.O
25430	O=C1OC(=O)C([C@H]2CC[C@@H](O)CC2)=C1C1CCCC1	CC(C)(C)[Si](C)(C)O[C@H]1CC[C@@H](C2=C(C3CCCC3)C(=O)OC2=O)CC1.CCO.Cl
25431	CC1=NN=C([C@H]2CCCN2C(=O)NC2=C(F)C=C(Cl)C=C2)N1CC1=CC=C(Cl)C=C1	CC1=NN=C([C@H]2CCCN2)N1CC1=CC=C(Cl)C=C1.O=C=NC1=C(F)C=C(Cl)C=C1.CCN(C(C)C)C(C)C.Cl.ClCCl.O.O=C([O-])O.[Cl-].[Na+].[Na+]
25432	CC(C)OC(=O)N1CCC(COC2=C(F)C=C(C3=NC=C(S(C)(=O)=O)C=C3)C=C2)CC1	CC(C)OC(=O)N1CCC(COS(C)(=O)=O)CC1.CS(=O)(=O)C1=CN=C(C2=CC(F)=C(O)C=C2)C=C1.CN(C)C=O.O.O=C([O-])[O-].[K+].[K+]
25433	CC(C1=C2OC(N3CCOCC3)=CC(=O)C2=CC(C(=O)O)=C1)N(C)C1=CC(F)=CC(F)=C1	COC(=O)C1=CC(C(C)N(C)C2=CC(F)=CC(F)=C2)=C2OC(N3CCOCC3)=CC(=O)C2=C1.C1CCOC1.CO.Cl.O.[Na+].[OH-]
25434	CC(C)(C)OC(=O)NCC1=CC(OC2=C(NCCCC(=O)O)C=CC(Cl)=C2)=CC=C1	CCOC(=O)CCCNC1=C(OC2=CC=CC(CNC(=O)OC(C)(C)C)=C2)C=C(Cl)C=C1.C1CCOC1.CCO.Cl.O.[Na+].[OH-]
25435	OCCC1=CC=C(C2=CC=C(Cl)C=C2)C=C1	O=C(O)CC1=CC=C(C2=CC=C(Cl)C=C2)C=C1.B.C1CCOC1.CCOC(C)=O.O.O=C([O-])O.[Na+]
25436	COC1=NN=C(N2CCC(CCO)CC2)C=C1	CO.OCCC1CCN(C2=NN=C(Cl)C=C2)CC1.[Na]
25437	CS(=O)(=O)CCC1=C(F)C=C(NC(=O)NCC2=CC(C3CC3)=NN2C2=CC=CC(Cl)=C2)C=C1	CS(=O)(=O)CCC1=C(F)C=C(NC(=O)OC2=CC=CC=C2)C=C1.NCC1=CC(C2CC2)=NN1C1=CC=CC(Cl)=C1.C1CCOC1.CCN(C(C)C)C(C)C
25438	NCC(N)CCC(F)(F)F	N#CC(N)CCC(F)(F)F.C1CCOC1.O.O.O.O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[Na+]
25439	CCOC1=C(C2=CC=CC3=C2CCC3=O)C=CC(OC)=C1OCC1CC1	CCI.COC1=C(OCC2CC2)C(O)=C(C2=CC=CC3=C2CCC3=O)C=C1.CC#N.O=C([O-])[O-].[K+].[K+]
25440	O=C(C1=C(NC2=C(F)C=C(I)C=C2)C2=C(C=C1)NN=C2)N1CC(O)C1	O=C(O)C1=C(NC2=C(F)C=C(I)C=C2)C2=C(C=C1)NN=C2.OC1CNC1.CCN(C(C)C)C(C)C.CCN=C=NCCCN(C)C.CCOC(C)=O.CN(C)C=O.Cl.ON1N=NC2=CC=CC=C21
25441	COC(=O)C1=NC(C2=CC=C(Cl)C=C2)=C(F)C(NC(=O)OC(C)(C)C)=C1Cl	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.COC(=O)C1=NC(C2=CC=C(Cl)C=C2)=C(F)C(N)=C1Cl.ClCCl.O=C(O)C(F)(F)F
25442	CCOC(=O)CCCOC1=CC(OCCN2N=C(C(C3=CC=CC=C3)C3=CC=CC=C3)C=CC2=O)=CC=C1	CCOC(=O)CCCOC1=CC=CC(O)=C1.CS(=O)(=O)OCCN1N=C(C(C2=CC=CC=C2)C2=CC=CC=C2)C=CC1=O.CCOC(C)=O.CN(C)C=O.O=C([O-])[O-].[I-].[K+].[K+].[Na+]
25443	O=C(CCCC1=CNC2=CC=CC=C12)OCC1=CC=CC=C1	BrCC1=CC=CC=C1.O=C(O)CCCC1=CNC2=CC=CC=C12.CN(C)C=O.Cl.O=C([O-])[O-].[K+].[K+]
25444	CC(C)(C)OC(=O)NC[C@H](NC(=O)OCC1=CC=CC=C1)C(=O)OC(C)(C)C	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(C)OC(=O)[C@H](CN)NC(=O)OCC1=CC=CC=C1.[Na+].[OH-]
25445	CCCC1=NC(C(C)(C)O)=C(C(=O)O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1	CCCC1=NC(C(C)(C)O)=C(C(=O)O)N1CC1=CC=C(C2=CC=CC=C2C#N)C=C1.[N-]=[N+]=[N-].CCN(CC)CC.CC1=CC=CC=C1.Cl.O.[Na+].[Na+].[OH-]
25446	COC1=C(OC)C=C(CN2N=C(N)C3=C(OC)C=CC=C32)C=C1	COC1=C(OC)C=C(CCl)C=C1.COC1=C2C(=CC=C1)NN=C2N.COC1=C2C(=CC=C1)N(CC1=CC=C(CN(C(=O)[O-])C(C)(C)C)C=C1)N=C2NS(=O)(=O)C1=CC=C(Cl)S1.CS(C)=O.O.[K+].[OH-]
25447	CC(C)(C)C1=CC=C(CN(CCC2=CC(Cl)=C(F)C=C2)C(=O)C2=C3NC=CC3=CC=C2)C=C1	CC(C)(C)C1=CC=C(CNCCC2=CC(Cl)=C(F)C=C2)C=C1.O=C(O)C1=C2NC=CC2=CC=C1.CCN(C(C)C)C(C)C.CN(C)C(ON1N=NC2=CC=CC=C21)=[N+](C)C.CN(C)C=O.F[B-](F)(F)F.O
25448	CC(C)(C)OC(=O)N1CCC(C2=C(F)C=C(C3=CC4=C(N=C3)NC=C4C3=NN(CCC4=CC=CC=C4)C=C3)C=C2)CC1	CC1=CC=C(S(=O)(=O)N2C=C(C3=NN(CCC4=CC=CC=C4)C=C3)C3=C2N=CC(C2=CC(F)=C(C4CCN(C(=O)OC(C)(C)C)CC4)C=C2)=C3)C=C1.C1CCOC1.CO.CC1=CC=C(S(=O)(=O)N2C=C(C3=CN(CC4=CC=CC(F)=C4)N=C3)C3=C2N=CC(C2=CC=C(C4CCNCC4)C=C2)=C3)C=C1.Cl.O.[Na+].[OH-]
25449	CN1N=CN=C1C1=CC(Cl)=C(Br)S1	CN1N=CN=C1C1=CC(Cl)=CS1.O=C1CCC(=O)N1Br.CC#N.CC(=O)O.O
25450	CN1N=C(C2=NC3=C(N=C2)NC=C3C(=O)N[C@@H]2CCN(CC#N)C2)C2=C1C=C(F)C=C2	CN1N=C(C2=NC3=C(N=C2)N(COCC[Si](C)(C)C)C=C3C(=O)N[C@@H]2CCN(CC#N)C2)C2=C1C=C(F)C=C2.C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.[F-]
25451	O=C(O)C1=C(Cl)C=C(O)C(I)=C1	O=C(O)C1=C(Cl)C=C(O)C=C1.O=C1CCC(=O)N1I.O=S(=O)(O)C(F)(F)F
25452	CCCCCOC1=CC=C2C(=C1)CC1=C2C=CC(Br)=C1	CCCCCBr.OC1=CC2=C(C=C1)C1=CC=C(Br)C=C1C2.CN(C)C=O.Cl.O=C([O-])[O-].[K+].[K+]
25453	O=S(=O)(OC1=CC([C@H]2CCCN(C[C@H]3COC4=CC=CC=C4O3)C2)=CC=C1)C(F)(F)F	O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F.OC1=CC([C@H]2CCCN(C[C@H]3COC4=CC=CC=C4O3)C2)=CC=C1.CCN(CC)CC.ClCCl
25454	O=CC1=NC=CC=C1OCCOC1CCCCO1	OCC1=NC=CC=C1OCCOC1CCCCO1.CS(C)=O.CC1=CC=CC=C1.ClCCl.O=C(Cl)C(=O)Cl
25455	CC(C)(C)OC(=O)N(CC1=CNC=N1)C1CCN(CC2=CC=CC=C2)CC1	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C1=CC=C(CN2CCC(NCC3=CNC=N3)CC2)C=C1.CCO.NN.O
25456	NC1=NC=NN2C(CO)=CC(C3=CC=C(NC(=O)NC4=NC(C(F)(F)F)=CC=C4)C=C3)=C12	NC1=CC=C(C2=C3C(N)=NC=NN3C(CO)=C2)C=C1.O=C(NC1=NC(C(F)(F)F)=CC=C1)OC1=CC=CC=C1.CCN(CC)CC.CN(C)C=O
25457	CC(C)CNNC(=O)[C@H](CC(C)C)[C@H](CCNC(=O)C1=CC=CC=C1)C(=O)OC(C)(C)C	CC(C)CNN.CC(C)C[C@@H](C(=O)O)[C@H](CCNC(=O)C1=CC=CC=C1)C(=O)OC(C)(C)C.CCN1CCOCC1.CCN=C=NCCCN(C)C.Cl.ClCCl.O.OC1=C2N=NNC2=CC=C1
25458	COC1=C(OC)C(OC)=C(OC)C(CC2=C(C=O)C(OCC3=CC=CC=C3)=CC=C2)=C1C	BrCC1=CC=CC=C1.COC1=C(OC)C(OC)=C(OC)C(CC2=CC=CC(O)=C2C=O)=C1C.CC(C)=O.O=C([O-])[O-].[Na+].[Na+]
25459	COC1=C(N2C=NC(C)=C2)C=CC(NC2=NC(CCC3CCCO3)=C3CN(C)CCC3=N2)=C1	C=O.COC1=C(N2C=NC(C)=C2)C=CC(NC2=NC3=C(CNCC3)C(CCC3CCCO3)=N2)=C1.CC(=O)O.CO.[BH3-]C#N
25460	COC(=O)C1=CC=CC=C1O	CO.O=C(O)C1=CC=CC=C1O.O.O=S(=O)(O)O
25461	CC(C)(C)OC(=O)N1CCC(CCN)CC1	CC(C)(C)OC(=O)N1CCC(CCN2C(=O)C3=CC=CC=C3C2=O)CC1.CCO.NN.O
25462	CC(CN)CNS(=O)(=O)C1=CC=C(C#N)C=C1	CC(CNC(=O)OC(C)(C)C)CNS(=O)(=O)C1=CC=C(C#N)C=C1.O=C(O)C(F)(F)F
